,cat_t0,cat_t1,cat_t2
621122011,proukr,proukr,proukr
621709488,proukr,proukr,proukr
623030031,proukr,proukr,proukr
623220946,proukr,proukr,proukr
623425478,proukr,proukr,proukr
624351505,pax,proukr,proukr
624827127,proukr,proukr,proukr
624847870,proukr,proukr,proukr
624980762,proukr,proukr,proukr
625012609,proukr,proukr,proukr
627813945,proukr,proukr,proukr
628071337,pax,proukr,proukr
629460644,pax,proukr,proukr
629879443,proukr,proukr,proukr
630319799,proukr,proukr,proukr
630773629,proukr,proukr,proukr
631640810,proukr,proukr,proukr
631858291,proukr,proukr,proukr
632676041,dontcare,proukr,proukr
633091000,proukr,proukr,proukr
633120474,pax,proukr,proukr
633356392,proukr,proukr,proukr
633959902,proukr,proukr,proukr
634090398,proukr,proukr,proukr
634726425,proukr,proukr,proukr
635339399,pax,proukr,dontcare
635467994,pax,proukr,proukr
636127267,pax,proukr,proukr
636139110,dontcare,proukr,proukr
636791961,proukr,proukr,proukr
700071853,proukr,proukr,proukr
700416565,proukr,proukr,dontcare
700499022,dontcare,proukr,proukr
701097499,dontcare,proukr,proukr
701120390,pax,proukr,proukr
701207138,pax,proukr,proukr
701432497,proukr,proukr,dontcare
703626110,proukr,proukr,proukr
705722682,proukr,proukr,proukr
706138485,proukr,proukr,proukr
706366472,proukr,proukr,proukr
707684377,proukr,proukr,proukr
707817493,proukr,proukr,proukr
708775850,dontcare,proukr,proukr
709037049,dontcare,proukr,proukr
709473725,proukr,proukr,proukr
709822279,pax,proukr,proukr
710625694,pax,proukr,proukr
710798937,pax,proukr,proukr
712804218,pax,proukr,proukr
714796165,proukr,proukr,proukr
714965275,pax,proukr,dontcare
715289756,proukr,proukr,proukr
716243750,pax,proukr,proukr
716254481,proukr,proukr,proukr
718127025,prorus,proukr,proukr
718535077,pax,proukr,proukr
719323277,proukr,proukr,proukr
719778228,proukr,proukr,proukr
720569081,proukr,proukr,proukr
720634976,proukr,proukr,proukr
722325450,pax,proukr,proukr
722431116,pax,proukr,proukr
722731813,proukr,proukr,proukr
723220117,proukr,proukr,proukr
723487591,pax,proukr,proukr
723769213,proukr,proukr,proukr
723820321,dontcare,proukr,proukr
724219435,pax,proukr,proukr
725098988,prorus,proukr,dontcare
725556481,pax,proukr,proukr
726830786,proukr,proukr,proukr
726934256,proukr,proukr,proukr
728108946,proukr,proukr,proukr
730420616,proukr,proukr,proukr
730732544,proukr,proukr,proukr
731344207,proukr,proukr,proukr
731594455,proukr,proukr,proukr
732066798,prorus,proukr,proukr
734601072,pax,proukr,proukr
734973200,proukr,proukr,proukr
737585496,proukr,proukr,proukr
738042086,proukr,proukr,proukr
739459183,proukr,proukr,proukr
739799648,proukr,proukr,proukr
740271582,proukr,proukr,proukr
741246122,proukr,proukr,proukr
741438314,proukr,proukr,proukr
741522402,proukr,proukr,proukr
741769585,proukr,proukr,dontcare
742126896,proukr,proukr,proukr
742421503,proukr,proukr,proukr
742496527,pax,proukr,proukr
744239370,proukr,proukr,proukr
744863280,proukr,proukr,proukr
745267112,pax,proukr,proukr
746332874,pax,proukr,proukr
747866178,proukr,proukr,proukr
748123717,proukr,proukr,proukr
748362288,pax,proukr,proukr
749419963,pax,proukr,proukr
749857962,pax,proukr,proukr
750670310,pax,proukr,proukr
751138182,dontcare,proukr,proukr
752708580,proukr,proukr,proukr
753668096,pax,proukr,proukr
753777020,proukr,proukr,proukr
755213532,dontcare,proukr,proukr
755889342,proukr,proukr,proukr
757342316,proukr,proukr,proukr
757395601,pax,proukr,proukr
763642586,pax,proukr,proukr
764004494,pax,proukr,proukr
765324667,proukr,proukr,proukr
765555246,proukr,proukr,proukr
765762757,dontcare,proukr,proukr
767731717,proukr,proukr,proukr
767803314,proukr,proukr,proukr
769702230,pax,proukr,proukr
769896643,proukr,proukr,proukr
770356860,proukr,proukr,proukr
771199788,proukr,proukr,proukr
771383605,dontcare,proukr,dontcare
771850346,proukr,proukr,proukr
773140213,proukr,proukr,proukr
776363430,pax,proukr,proukr
777876193,pax,proukr,proukr
779398435,proukr,proukr,proukr
779439068,proukr,proukr,proukr
780108938,pax,proukr,proukr
780558998,proukr,proukr,dontcare
780662906,proukr,proukr,proukr
781471836,proukr,proukr,proukr
782413784,proukr,proukr,proukr
784377872,pax,proukr,proukr
784508396,proukr,proukr,proukr
784915069,pax,proukr,proukr
787134889,dontcare,proukr,proukr
787774580,dontcare,proukr,proukr
788387953,proukr,proukr,proukr
789632886,proukr,proukr,proukr
790287205,proukr,proukr,proukr
791032747,proukr,proukr,proukr
791644933,pax,proukr,proukr
792119786,pax,proukr,proukr
792139214,pax,proukr,proukr
793922982,pax,proukr,proukr
794805744,proukr,proukr,proukr
794894330,proukr,proukr,proukr
794925054,pax,proukr,proukr
795961902,pax,proukr,proukr
796724744,pax,proukr,proukr
797026736,pax,proukr,proukr
798910302,proukr,proukr,proukr
799531411,proukr,proukr,dontcare
799993093,proukr,proukr,proukr
800177784,pax,proukr,proukr
802817546,pax,proukr,proukr
803612732,pax,proukr,proukr
803639558,proukr,proukr,proukr
804430039,proukr,proukr,proukr
805741063,prorus,proukr,dontcare
806242693,proukr,proukr,proukr
806331624,proukr,proukr,proukr
806517978,proukr,proukr,proukr
806839555,pax,proukr,proukr
808435314,dontcare,proukr,proukr
809039148,dontcare,proukr,proukr
810654438,pax,proukr,proukr
810751759,pax,proukr,proukr
811740535,proukr,proukr,proukr
811757551,proukr,proukr,proukr
813515130,dontcare,proukr,dontcare
815213509,pax,proukr,proukr
815486352,proukr,proukr,proukr
815871284,prorus,proukr,proukr
817401306,pax,proukr,proukr
817676089,pax,proukr,proukr
818232877,proukr,proukr,proukr
819507775,proukr,proukr,proukr
819886814,proukr,proukr,proukr
821901517,proukr,proukr,proukr
822833460,proukr,proukr,proukr
823296060,pax,proukr,proukr
823302295,proukr,proukr,proukr
823476720,proukr,proukr,dontcare
824450408,proukr,proukr,proukr
824903725,proukr,proukr,proukr
825652315,proukr,proukr,proukr
825847554,dontcare,proukr,proukr
826694388,proukr,proukr,proukr
827333887,proukr,proukr,proukr
827589547,pax,proukr,proukr
827801822,pax,proukr,proukr
827960660,pax,proukr,proukr
830052548,proukr,proukr,proukr
831282715,proukr,proukr,proukr
831754963,proukr,proukr,proukr
833616248,proukr,proukr,proukr
833966012,pax,proukr,proukr
834034986,proukr,proukr,proukr
834528674,proukr,proukr,proukr
835455770,proukr,proukr,proukr
837689977,dontcare,proukr,dontcare
838137182,pax,proukr,proukr
838267590,proukr,proukr,proukr
838469192,proukr,proukr,proukr
839722819,proukr,proukr,proukr
839802908,dontcare,proukr,proukr
840326004,proukr,proukr,proukr
841437061,proukr,proukr,proukr
841472581,pax,proukr,proukr
843349998,prorus,proukr,proukr
843718836,pax,proukr,proukr
844631388,proukr,proukr,proukr
845033473,proukr,proukr,proukr
845484648,proukr,proukr,proukr
847194566,proukr,proukr,proukr
847564315,proukr,proukr,proukr
848279118,proukr,proukr,proukr
849904062,proukr,proukr,dontcare
850678274,proukr,proukr,proukr
851060574,proukr,proukr,proukr
851791909,proukr,proukr,proukr
852963955,proukr,proukr,proukr
855716827,prorus,proukr,proukr
856959757,proukr,proukr,proukr
857026387,proukr,proukr,proukr
858871999,proukr,proukr,proukr
859499834,prorus,proukr,proukr
861174223,proukr,proukr,proukr
861927176,proukr,proukr,proukr
862658023,pax,proukr,proukr
863278820,pax,proukr,proukr
864700002,pax,proukr,proukr
867121998,proukr,proukr,proukr
870544742,proukr,proukr,proukr
871161589,proukr,proukr,proukr
875113044,proukr,proukr,proukr
875760348,proukr,proukr,proukr
876303480,pax,proukr,proukr
876724856,proukr,proukr,dontcare
880008290,proukr,proukr,proukr
880624412,proukr,proukr,proukr
881903108,proukr,proukr,proukr
885626677,proukr,proukr,proukr
885725444,proukr,proukr,proukr
889529041,proukr,proukr,proukr
890800652,proukr,proukr,proukr
893931710,proukr,proukr,proukr
894437281,proukr,proukr,proukr
894808080,proukr,proukr,proukr
896136433,proukr,proukr,proukr
898871838,proukr,proukr,proukr
898979912,proukr,proukr,proukr
899890165,proukr,proukr,proukr
900547382,dontcare,proukr,proukr
900577080,proukr,proukr,proukr
900649542,proukr,proukr,proukr
900694766,pax,proukr,proukr
900982544,proukr,proukr,proukr
906273126,pax,proukr,dontcare
906647966,proukr,proukr,proukr
906779851,pax,proukr,proukr
907115786,proukr,proukr,proukr
907139600,dontcare,proukr,proukr
908362512,pax,proukr,proukr
908519516,pax,proukr,proukr
908909312,pax,proukr,proukr
910761535,proukr,proukr,proukr
911937330,proukr,proukr,proukr
915239916,dontcare,proukr,proukr
915837860,proukr,proukr,proukr
918553862,proukr,proukr,proukr
920081160,proukr,proukr,proukr
921619370,proukr,proukr,proukr
921690248,proukr,proukr,proukr
922263870,proukr,proukr,dontcare
923634799,proukr,proukr,proukr
928737074,proukr,proukr,proukr
929481326,proukr,proukr,dontcare
930419292,pax,proukr,proukr
930458352,proukr,proukr,proukr
930709326,proukr,proukr,proukr
930960672,proukr,proukr,proukr
931508288,proukr,proukr,proukr
932568332,proukr,proukr,proukr
932663203,proukr,proukr,proukr
936227640,proukr,proukr,proukr
936560401,pax,proukr,proukr
937059116,proukr,proukr,proukr
938145907,pax,proukr,proukr
938607001,pax,proukr,dontcare
940012489,proukr,proukr,proukr
941286290,proukr,proukr,proukr
942447002,proukr,proukr,proukr
946343472,proukr,proukr,proukr
948485640,proukr,proukr,proukr
948978698,proukr,proukr,proukr
952551607,proukr,proukr,proukr
953364043,proukr,proukr,proukr
955153368,pax,proukr,proukr
955906094,proukr,proukr,proukr
956566580,proukr,proukr,proukr
956939179,dontcare,proukr,proukr
957549356,pax,proukr,proukr
958800630,proukr,proukr,proukr
959128364,proukr,proukr,proukr
960883986,pax,proukr,proukr
961228802,pax,proukr,proukr
962156306,proukr,proukr,proukr
962654210,pax,proukr,proukr
963085579,proukr,proukr,proukr
963709502,proukr,proukr,proukr
964623727,proukr,proukr,proukr
965965916,proukr,proukr,proukr
966441265,dontcare,proukr,proukr
967662560,prorus,proukr,proukr
970577438,proukr,proukr,proukr
970803127,proukr,proukr,proukr
971579814,proukr,proukr,dontcare
972826051,proukr,proukr,proukr
972849379,pax,proukr,proukr
974259030,proukr,proukr,proukr
974270952,pax,proukr,proukr
976084290,proukr,proukr,proukr
977746172,dontcare,proukr,proukr
979847862,pax,proukr,proukr
980675970,proukr,proukr,proukr
980841944,proukr,proukr,proukr
981670711,proukr,proukr,proukr
982403090,pax,proukr,proukr
982767486,proukr,proukr,proukr
983340228,proukr,proukr,proukr
984908701,pax,proukr,proukr
985903603,proukr,proukr,proukr
986714714,pax,proukr,proukr
986723371,proukr,proukr,proukr
987139884,proukr,proukr,proukr
987296342,proukr,proukr,proukr
987759248,dontcare,proukr,dontcare
988735226,proukr,proukr,proukr
989741419,proukr,proukr,dontcare
991750484,proukr,proukr,proukr
991757240,pax,proukr,proukr
992151308,proukr,proukr,proukr
994390154,proukr,proukr,proukr
997354591,pax,proukr,proukr
997420128,proukr,proukr,proukr
1001695700,pax,proukr,proukr
1004422837,proukr,proukr,proukr
1004602050,proukr,proukr,proukr
1004825918,proukr,proukr,proukr
1005753643,pax,proukr,proukr
1006889684,proukr,proukr,proukr
1009506132,proukr,proukr,proukr
1009717165,prorus,proukr,proukr
1010326561,pax,proukr,proukr
1010577992,proukr,proukr,proukr
1012011721,proukr,proukr,proukr
1012157576,dontcare,proukr,proukr
1012604486,proukr,proukr,proukr
1012718378,prorus,proukr,proukr
1012961360,dontcare,proukr,proukr
1013293286,proukr,proukr,dontcare
1014532957,proukr,proukr,proukr
1017660930,proukr,proukr,proukr
1022942592,proukr,proukr,proukr
1023464803,pax,proukr,proukr
1024502700,proukr,proukr,proukr
1026954914,proukr,proukr,proukr
1028145588,proukr,proukr,dontcare
1029101293,proukr,proukr,proukr
1030282789,proukr,proukr,proukr
1030421262,pax,proukr,proukr
1031421481,proukr,proukr,proukr
1031678227,proukr,proukr,proukr
1032849138,proukr,proukr,proukr
1038013351,pax,proukr,proukr
1039063154,proukr,proukr,proukr
1041167624,prorus,proukr,proukr
1042245536,proukr,proukr,proukr
1042414484,proukr,proukr,proukr
1043343001,pax,proukr,proukr
1044932990,proukr,proukr,proukr
1044973248,proukr,proukr,proukr
1045412502,pax,proukr,proukr
1045429927,proukr,proukr,proukr
1046394948,prorus,proukr,proukr
1049619811,proukr,proukr,proukr
1052521027,proukr,proukr,proukr
1052526938,pax,proukr,proukr
1054144447,proukr,proukr,proukr
1054983876,proukr,proukr,proukr
1056072667,proukr,proukr,proukr
1056105144,pax,proukr,dontcare
1056716616,proukr,proukr,proukr
1060872990,proukr,proukr,proukr
1061021846,proukr,proukr,proukr
1061096712,proukr,proukr,proukr
1061574432,proukr,proukr,proukr
1062280040,proukr,proukr,proukr
1062937651,pax,proukr,proukr
1062963775,pax,proukr,proukr
1063372524,proukr,proukr,proukr
1063722252,proukr,proukr,proukr
1063783830,proukr,proukr,proukr
1064463919,proukr,proukr,proukr
1065190608,prorus,proukr,proukr
1067383494,proukr,proukr,proukr
1070808277,proukr,proukr,proukr
1071669066,dontcare,proukr,proukr
1071883141,dontcare,proukr,proukr
1072651464,proukr,proukr,proukr
1073392927,proukr,proukr,proukr
1073554316,prorus,proukr,proukr
1076749520,dontcare,proukr,proukr
1077801097,proukr,proukr,proukr
1077833706,proukr,proukr,proukr
1078191404,proukr,proukr,proukr
1078364808,pax,proukr,proukr
1081819903,pax,proukr,proukr
1083411992,proukr,proukr,proukr
1087050018,dontcare,proukr,proukr
1087182504,proukr,proukr,proukr
1087343498,proukr,proukr,proukr
1091361787,proukr,proukr,proukr
1092439004,pax,proukr,proukr
1099038462,proukr,proukr,proukr
1099170332,proukr,proukr,dontcare
1101299929,pax,proukr,proukr
1102749780,dontcare,proukr,proukr
1104118950,prorus,proukr,proukr
1104404894,dontcare,proukr,dontcare
1104959191,proukr,proukr,proukr
1105930706,proukr,proukr,proukr
1106581368,proukr,proukr,proukr
1106773230,proukr,proukr,proukr
1107055398,proukr,proukr,proukr
1107183560,proukr,proukr,proukr
1107471787,pax,proukr,proukr
1108878745,proukr,proukr,proukr
1109829834,proukr,proukr,proukr
1112010642,prorus,proukr,proukr
1112872008,proukr,proukr,proukr
1114580845,proukr,proukr,proukr
1115353484,proukr,proukr,proukr
1115355895,proukr,proukr,proukr
1115467082,proukr,proukr,proukr
1119716329,proukr,proukr,proukr
1121226546,proukr,proukr,proukr
1122008400,dontcare,proukr,proukr
1123217857,pax,proukr,proukr
1125109580,pax,proukr,proukr
1127655577,proukr,proukr,proukr
1132397256,prorus,proukr,proukr
1134550993,pax,proukr,proukr
1134921242,proukr,proukr,proukr
1136490145,proukr,proukr,proukr
1140183523,proukr,proukr,proukr
1142481230,proukr,proukr,dontcare
1143848268,proukr,proukr,proukr
1146437522,pax,proukr,proukr
1148408072,proukr,proukr,proukr
1149747295,proukr,proukr,proukr
1151323981,proukr,proukr,proukr
1151339696,proukr,proukr,proukr
1151492887,proukr,proukr,proukr
1152760165,proukr,proukr,proukr
1153173667,proukr,proukr,proukr
1153599170,proukr,proukr,proukr
1155085159,pax,proukr,proukr
1155372684,proukr,proukr,proukr
1156023866,proukr,proukr,proukr
1160640955,proukr,proukr,proukr
1163504948,proukr,proukr,proukr
1163887880,proukr,proukr,proukr
1164487040,proukr,proukr,proukr
1164630930,proukr,proukr,proukr
1165208167,proukr,proukr,proukr
1166154594,proukr,proukr,proukr
1167762434,dontcare,proukr,proukr
1169533434,proukr,proukr,proukr
1169693485,proukr,proukr,proukr
1170483566,proukr,proukr,proukr
1170723920,pax,proukr,proukr
1176139712,pax,proukr,proukr
1180230271,prorus,proukr,dontcare
1182581022,pax,proukr,dontcare
1182840414,proukr,proukr,proukr
1184277816,proukr,proukr,proukr
1187538566,proukr,proukr,proukr
1189847988,proukr,proukr,proukr
1190093942,proukr,proukr,proukr
1193963046,pax,proukr,proukr
1196740159,proukr,proukr,proukr
1198364389,proukr,proukr,proukr
1199553378,proukr,proukr,proukr
1201462382,pax,proukr,proukr
1201535478,proukr,proukr,proukr
1201819807,dontcare,proukr,proukr
1203580638,prorus,proukr,proukr
1206533161,dontcare,proukr,proukr
1209041552,pax,proukr,dontcare
1209216199,proukr,proukr,proukr
1209775939,dontcare,proukr,proukr
1213706269,proukr,proukr,proukr
1214247134,pax,proukr,proukr
1216367478,pax,proukr,proukr
1216444724,pax,proukr,proukr
1216752834,proukr,proukr,proukr
1217487751,proukr,proukr,proukr
1219853635,prorus,proukr,proukr
1221709213,proukr,proukr,proukr
1223350057,proukr,proukr,proukr
1224451627,proukr,proukr,proukr
1228429190,dontcare,proukr,proukr
1228930686,proukr,proukr,proukr
1231577023,pax,proukr,proukr
1236641310,proukr,proukr,proukr
1239970512,proukr,proukr,proukr
1241195551,pax,proukr,proukr
1242368977,proukr,proukr,proukr
1242607230,proukr,proukr,proukr
1243705190,proukr,proukr,proukr
1244113357,proukr,proukr,proukr
1244372887,proukr,proukr,proukr
1246254211,pax,proukr,proukr
1247874902,pax,proukr,proukr
1250010554,proukr,proukr,proukr
1252992024,pax,proukr,proukr
1252997479,proukr,proukr,proukr
1256705564,pax,proukr,proukr
1258712054,proukr,proukr,proukr
1260244033,proukr,proukr,proukr
1262211571,dontcare,proukr,proukr
1263044024,proukr,proukr,proukr
1263960926,prorus,proukr,proukr
1264294789,proukr,proukr,proukr
1264568815,proukr,proukr,proukr
1264622588,pax,proukr,proukr
1267275698,proukr,proukr,proukr
1268504352,proukr,proukr,proukr
1268595950,proukr,proukr,proukr
1270777692,proukr,proukr,proukr
1270912477,dontcare,proukr,proukr
1271152140,proukr,proukr,proukr
1272014784,proukr,proukr,proukr
1272502176,proukr,proukr,proukr
1273318556,proukr,proukr,proukr
1273661910,pax,proukr,proukr
1275662160,proukr,proukr,proukr
1275838454,proukr,proukr,proukr
1277880908,proukr,proukr,proukr
1278191406,proukr,proukr,proukr
1278701004,proukr,proukr,proukr
1279623896,proukr,proukr,proukr
1279952418,proukr,proukr,proukr
1281794005,dontcare,proukr,proukr
1283798035,proukr,proukr,proukr
1284184980,prorus,proukr,proukr
1284239491,pax,proukr,proukr
1284579672,proukr,proukr,dontcare
1286336292,proukr,proukr,proukr
1286905933,proukr,proukr,proukr
1287904592,proukr,proukr,proukr
1289487404,proukr,proukr,proukr
1289835132,proukr,proukr,proukr
1291121335,proukr,proukr,proukr
1291244252,proukr,proukr,proukr
1293942926,proukr,proukr,proukr
1303527907,proukr,proukr,dontcare
1305773712,proukr,proukr,proukr
1308622442,pax,proukr,proukr
1313297438,proukr,proukr,proukr
1314361747,pax,proukr,proukr
1315756796,proukr,proukr,proukr
1316951466,pax,proukr,proukr
1319057610,proukr,proukr,proukr
1320240672,proukr,proukr,proukr
1323234602,proukr,proukr,proukr
1323358128,proukr,proukr,proukr
1325356094,dontcare,proukr,proukr
1333143948,proukr,proukr,proukr
1333663080,proukr,proukr,proukr
1334151205,proukr,proukr,proukr
1334993402,proukr,proukr,dontcare
1335451760,proukr,proukr,proukr
1339348616,proukr,proukr,proukr
1341462944,proukr,proukr,proukr
1342644582,dontcare,proukr,dontcare
1342744531,proukr,proukr,proukr
